review,lable,
On hai  Ye hona chaheay bhae,Positive,
Har bar ki tarah is bar b #Shandar... ,Positive,
Yarrrrrr  to kia cheez he bhai.... Super se uper ki chezzz... (y),Positive,
Hayeeee lerky... <3 to jan ly ga kisi din.. <3 <3 <3,Positive,
bht allaw yr,Positive,
Zubi bhai choro agar hum market main aagy to bra masla hojana hai ,Negative,
De Gaya Dard Suna.. apki voice bhut psnd aayi.. fan ho gya apka ,Positive,
Me kia krun nachun?????,Negative,
Sahzada bhai heerrrooo jeo shan bhai hzaru sall lucky prince ka sllam abi kal hi bat hovie shan bhai se,Positive,
Eli Ap ko b Ramadan Mubarak,Positive,
Nah pagal loog  apnay cities ka hi nhi pta.,Negative,
Osama Awan sarcasm naam ki cheez hoti hai bhaee google krlo,Negative,
Kitna piyara or saaf he Gujranwala,Positive,
Aqal k andhey tomhey minaar e pakistan dikhai nahi deta...lahore hey bc ,Negative,
Jana do yaar had ha okara ko dubai bol raha ho,Negative,
Aby jahail logo ye Islamabad ha,Negative,
Awam ko pagal banate hn yar Dr SB,Negative,
Jany do Ye word #Dhandli na lena dobara khan ko phir yad ajai ga ,Negative,
Amir bht waqar hdi lanti bhao lanti bhai,Negative,
Mee pechy ho tmhe rokne ki koshish kr rha ho ,Negative,
Iss sey pehlay kay Karachi waalay apni bkwaas ShuRu karr dyn...Mai unhay yehi kahoon ga kay Unn ki apni Mandiyoo mai Kuttay bik rhay hyn uss ka Kiyya ??,Negative,
Sheikh For Your Kind Information TUmhary Ghar se Kutty Liye Jatein Bhool Gyae,Negative,
Yashal SiddiquiTum KaRAANNCHI waalon sey yehi expect kiyya jaa sktaa hy....GutKaa KhooR LooG..,Negative,
ye gadha kia kr rha hai,Negative,
Gadha mtlb tm,Negative,
Yhi qurban krna ka soch rha hn pyara hai.,Negative,
Toh phir Karachi se mangwaenge qk Lahore meto yehi milenge khote,Negative,
"Bhai pta nhi khudd kya lene nikly huwy ho ap or pics lay kr humay tag kr rhy hoKyu Nabila baji, ???? ",Negative,
Bhai lakin iska apna he maza hai ye kha kr dil krta hai transport ka business start kr dain,Positive,
 Bus Allah bhi qismat walo ko deta hai,Positive,
wo tu mei b nahi khati. Matlab hum dono he khotafree hai ,Negative,
Abhi tu khb rae thy tjhy raan chye jhooti,Negative,
bhi itnay pyaray khotay lahore me nhi miltay  ...shayad islamabad ki ho....(burger king),Negative,
Bhai mere mazakh kro dhang ka kro agr koi hindu yeh post dekh le jo zalil hamesha hm logo ky against rehty hn kia sochy gen ky yeh Pakistani to khud aapus m jahiloo ki trha jhagrty hn betuki post py or donkey Zibbah krty ho gyn wese to hm log Haram halal ki kashmaksh main rehty hn to why this bad joke?,Negative,
jahan ki b baby donkey cute kitna hai,Positive,
Zunair Khawaja Apki Izat Majroh krna Nai.Chahta ..Wrna wo aap Din bhool Gy jb mjse 1 Lakh Manga krte the :-D Paisa aane k Bd bhi Okat ni Bhoolte ...Ye tp coins Hain :),Negative,
Majrooh to krgaii..,Negative,
Majroh tb krta Jb ScrenShots Dal dete :p,Negative,
Kehta hy tag tharkies :D ,Negative,
Tw? -_- bachi nh bolta teri bhabhi bolta hn ,Negative,
As mentioned 3 Tharki soo mjhe app loog hi yaad aye,Negative,
"Doosron Ko Naseehat, Khud Mian Fazeehat. :p",Negative,
bura man Jaye ga bechara :D,Negative,
kamal hogya,Positive,
Caben wala scene bohat Alla tha.,Positive,
cheema saib aj asi tharki ho gaye,Negative,
No aaj tk Allah ka shukr he aesa koi kam nhi kia,Positive,
Kr lo bhai.. tum ny konsa baax aana hai ,Negative,
is mei  mujse zyda ye parties attend krti ,Positive,
Haan uski toh yaad bhi Nahi thi.,Negative,
Maynay bari level kay tharki tag keaye pehelay,Negative,
haan haan chor kabhi khud ko chor kehta ha..xD,Negative,
yup  par ferfct hey :D,Positive,
Aby tjy baby nae bola maeny .. Baby likha cox is mae bachi use hua tha to mjy yd aya thy baby kitna bura lgta a ,Negative,
"Lol bc,mai tairi baat kar raha tha ",Negative,
Abbey dosra wala bc Run Fast go fast bc that song..,Negative,
Hahhaha Sun Yr Bacha Zyda He Shareef Ban Rha Hy lolxxxxOye To Ifti He Hy Na :-o,Negative,
 Ye to lol Ho Giya.,Negative,
Tharkio ka sardaar ,Negative,
Gg bht ziadaMyn gawahh hun apki sharafat kii ,Positive,
Bohat cute si bachi... Hahaha bike py ,Positive,
tmhy isliye tag kia kyu k is k end pe likha tha k 3 therkiis ko tag kren :D,Negative,
"Ghor nae kia? He said dont be tharki, tag tharki ",Negative,
Tu hy tharki bc abi batein yaad dilau,Negative,
Ab sach karwii tou lagi gi nah,Negative,
Tharki kb bola me ttmko :o,Negative,
Aziz bachy khrb krta hai kyu,Negative,
Heheh ulta choor qotwal ko danty ..,Negative,
Jo kahe ap mere pyrey mamoo jan :),Positive,
Pagal Sa Haseeb bachi,Negative,
:P me bhi tharki nhi hu,Negative,
Tum se kam hu acha beghairto aur kya huwa uska is post pr cmnt krna ban to nhi ha....waise time to......itni bari,Negative,
Kiun tjhe paani lga hua bc :3#AchaSorry :3,Negative,
Sanp _und aur chuxx jb bhi moqa milay maar do!,Negative,
Hahahhaha nai nai bachi py focus kro bs,Negative,
Saboor sb aap to baat chor hi dain na,Negative,
u just shut up ap say kam hi hn,Negative,
Nai wo to hum sab hain ,Negative,
Ye kehte hue tjhe sharam nai ati ,Negative,
"ahaahaaha!woh din yaad hai jab tu academy nahi aa raha tha and i said jaldi aaja, new bachi ai hai!and OUT OF NOWHERE ALI SHOWED UP!",Negative,
jaani ao mardon mai parho :p ... #NO #COMBINE,Negative,
Pae to sab sa bra tharki,Negative,
Bury kaam tera he dosra name ha,Negative,
Ly hahaha. Sath e abu p ilzaam ,Negative,
" hum  hai fb Jemee Usman kay king hum se, panga Jemee Usman na lya karo ye Mohsin Shoukat ka bot hai",Negative,
har bachi(girl) buchi(saved) nhi hoti ...wo e angraizi makola,Negative,
Yousaf Abdul Qadeer exactly geo bas ratings ki fikaar karta hai,Negative,
means fata kids...kabi humny unlogo k liye b chuti manayi hy...ya shamy jalai hy.......afsoos huta hy pakistan k is duhri myar pr....,Negative,
Afghan k dil patar k hai stupid afghani,Negative,
even is bande ne apna collar button band kia hai. LAWL.,Negative,
Bhai Konsa Sasta Nasha Shuru Kr Diya hai,Negative,
hahahaha shuru main bus kanjar sun hahahaha,Negative,
Hahahah nae nae kanjar kaha sirf.,Negative,
Hahahah :p naam letaa tu ziada ddoubt hootaa magaar yh bolkr direct attack krdia isnay :p,Negative,
Lol insult walay comments b tou parho cheapo :l,Negative,
"Double minded ppl toh dekhey they,double mouch abba pehli dafa dekha..! ",Negative,
Lol yeh us dost walay joke ki video hay,Positive,
yyy... yaad he jab tera honda thanny me band hogya ta.,Negative,
Hahahaha.......tum sub say barray jhooooootay......,Negative,
firstly Muchain sabhalo :D :D,Negative,
wo keh rahe hein k wo ghar pe nahin hein,Negative,
Ye wohi bat hogai k shareef wo jise mauqa nahi mila :p :D,Negative,
.Hum miss rubina ko chkma dia krty thy :-D,Negative,
bc last scene daikh :D,Negative,
Yaar acting karo over acting nahi.,Negative,
Epic epic cha gaya larkay !,Positive,
Meher Atiq  lol achi hai video,Positive,
Shaam idrees ki video cheat ki hai,Negative,
all a bhai g alla,Positive,
Actor banne ki opportunity mil rahi hai bhai.. :p tum to apni dubsmash he bhejoge to uspehe jeet jaoge :D,Positive,
boht din baad lekn boht achi,Positive,
abba nhi manein gay,Negative,
say chitti buchi phus gai hai,Negative,
Mahnoor sy kio khaas dushmani the apki :/,Negative,
""" Ye banda kyu Horn Porn Baja Raha hay",Negative,
kuch to aihsaaz karo.,Negative,
Had hogaee Yarr....,Negative,
bahi thori british english b use karlo.,Negative,
Haron choti gari waly side hoja lolz,Negative,
video choro bs bachi check kro b.c :D,Negative,
Oh bc ye to ditto wohi hai ,Negative,
Yar cmon America walay kahan saaf hngay jo tissue use krtay hain,Negative,
durr khalla means laanat.stupid clips.bilkul hasi ni ai,Negative,
really yar teri videos ty bari kamaal di ay,Positive,
burj khalifa k sath Mia khalifa b?,Negative,
BaaKi baCHi END LayA h iSS daFa <3,Negative,
Level levl yara cha gya hay,Positive,
Arreyy wahh wahh geoo hammad bhaii.,Positive,
Arrey khan g inshaalah bohat. Kamyab honn gein ap apnay har makam parr,Positive,
Gg bilkil. MOLA NA ap ko bohat kammal awaz dii ha ya un ki ennayat haa or mahnat kijiya.,Positive,
bht behtreen Dost.,Positive,
Kamal alla,Positive,
Dill ko cho lia is song ne hammad,Positive,
"Pehle se change ho gai he awaaz, i mean behtar",Positive,
Song axha ha,Positive,
Nyccccc superb Bht acha laga,Positive,
bht acha he\,Positive,
Osm yr buht pyra h song,Positive,
Hawwww larki isliya tag nai kia tha ky tm sad ho ...,Negative,
Arrrrraaayyyy logo ziada feel na karo..Hum tw soul mates hain na <3,Positive,
Tera bhai cha gyanlarke,Positive,
Raat youn dil main tyri bhuli hui yaad ai...Jysy weerany main chupky sy bahaar a jaye...Agr kbhi stodio main yahi song gaya to share krna...is event ki vedios main shor ki wjah sy voice theak ni thi,Negative,
Bht hi level..,Positive,
Zabardast lalay Khush reh,Positive,
ap ne ye boht acha kiya jo heading ko urdu me translate kr dia,Positive,
Begherat laanti,Negative,
Oye hoye sab di shadiya. Wah wah mola apko khushya ata kare. Ameen,Positive,
Woww nice ... sada salamt raho,Positive,
Jaa khushiyan mana,Positive,
Yar Qasma dar lg raha ha :D,Negative,
Tu chaya pra hai ,Positive,
jaan Nikal di yaar ,Negative,
Zehr lg rahe ho. Akaly akaly videos bana li hum bataya b nhi tum ny,Negative,
Me uni enter hoi thi to Mera shoot ho Gaya...Sara time TM logon k Sath thi Chimgadar,Negative,
Paen paihay guwach gye ne?? #AchaSorry,Negative,
"pehli baar kuch video bnai thi tb :p acha experience tha tmhary sath, or sach main kaafi kuch seekha bhe tha tm sy mainy jo main aj apnay kuch kam main istamal bhe krta hu, editing tips bhe or direction ky bhe",Positive,
"Ali bhai, mujh jese insaan se kya sikha hoga aap ne, infact mene bohut kuch seekha tha ap se, iske baad hi videography ka shoq parra tha mujhe, aap ke sath kam kr ke bht kuch sikha ha ",Positive,
Ali bhai or agy bhi please sikhaty rahiye ga mujhe ,Positive,
Aap ki videography and photography mere liye bohut barri inspiration ha. ,Positive,
jee jee. pta hy apki picture kisne kharab ki :D,Negative,
Tu taraqi kare ga choty bhai ,Positive,
Jinnah park mn bhi acha shoot hojata ha xD,Positive,
Bohat umda ,Positive,
Khush reh meri jan Love you. ,Positive,
Sukaria Chottay ,Positive,
Bhoot achayyy ,Positive,
"yar us ki awaz to koi khas nai, but log kehte",Negative,
hahahahaha :D bohut allaw yar (Y),Positive,
Dost mjhy lga tha k wo bs mjhy hi cute lgi.... =),Positive,
Bhai kamaal ho gaya ,Positive,
ye youth k laptop ki screen darmiyaan se hi kion kharab hoti hye.,Negative,
"hahahahaah, end kamal ka tha.. :V (Y) (Y)",Positive,
sahi hai wallah dil tut gya bachon ka ,Negative,
Wooh tumhary bhabi haaai #Talha Aisa naai bolty :P :D Btw EPIC (Y) (Y) Great Work (Y),Positive,
zaleel kar dea is bachi ko sb nay :D,Negative,
yr achanak dikhne wali chez k sath aise e hota MA pyari b to bht ay ,Positive,
hum bhi uske aashique ho gaye hain!,Positive,
5 times  pyaar nai jaise ibaadat ho gayi ho. Zaalim khoobsurati hai!,Positive,
Chann se jo tootay koi sapnaJag soona soona lagay,Negative,
hahahah bs ab khatam wo meray liye :0,Negative,
Hahahahahaha shittt bangashaaa yar di danyal zafar pata oa laga wa ,Negative,
hahaha  koi hal ni,Negative,
Bhai ki ijaat doba di bhancho ,Negative,
BC talent koot koot k bhara hai Pakistan me....,Negative,
Rehnay Dou Bas Phir.,Negative,
Urdu weak hai apki,Negative,
Ghar basne se pahle lut gya BC,Negative,
Sala me to ab Randava hi marunga ,Negative,
wah ji wah zbr 10 video bnaaa di,Positive,
yr smja inhy k #momina kis ki hy..!!!!!!!!!!!!!!!!!!!!!!!,Negative,
Kia laty ho wah,Negative,
Itni bhi khobsurat ni ha,Negative,
Hehe bdua dye rai hai .....!,Negative,
Nahiiiiiiii aisa nh huskta :( :p,Negative,
Larki kon hai bc,Negative,
Or bagart ban jao Teri tarhaa... ,Negative,
Jb Banda Ho Hi bagherat To Bane Q.. ,Negative,
Hahaha hahaha bc meri to hasi nahi ruk rahi bc... ,Negative,
"Sath, tu bhe hutiyaa",Negative,
Chal by chal ab ho gai KW,Negative,
Tujhe pata kese chale ga pagle ,Negative,
Haha cha ab nikal ,Negative,
Aby pagly to tum ho... ,Negative,
aj sherry engineer doctor bna hota tw hm b momina bhabi kehtay pr hamara sherry tw nikkama hai,Negative,
Eyex kaisi batain kar rhy ho...pagla gai ho kya...,Negative,
Hhahahahaahha...  ... usko tag kr de phr btayega beta tujhe sahi trahn..,Negative,
Sojaaaaa bhaaaiii itnaaa mat soooch,Negative,
HAHAHA. REH GAYE TM ,Negative,
Chhhannn Se jo tootay koi sapnaaJagg soonaa soonaa lagay,Negative,
Sahi khel gya,Negative,
Bas kar da aab,Negative,
"Tou bhi cutting kara lay, us ki yadon ma malang banta ja rha ha",Negative,
Bc idea de rha,Negative,
Chal soja ab ja kr...  aj k din itni chawalian kaafi hain... ,Negative,
bhai ko shoro se he nai achi lagti :D,Negative,
mera level kafi high ha :p,Positive,
o bhai awein is larki ko sar pe charhaya hua hy... hosla rakho..,Negative,
fil haal tu  nahi sir pe charh raha.,Negative,
acha chalo so jao shabash... tmhe raat k is peher he ye larki yaad ati hy discussion k liye...,Negative,
Yarrr Bus paisya Ta a k gal reh jandi a...,Negative,
Paisy hundy v ta nhi c labni...,Negative,
hahahah    yh isi trha larty haina is p deikhlo         :-D,Negative,
aur hm sb ise chor chuke hain isay,Negative,
Apny iqbal town waly dost ko tag kr... ,Positive,
Hahahaha bc yeh kaya daikha dia hai? ,Negative,
Tu he hai itna thatki sirf ,Negative,
Bhai saab yehan to kohraam macha hua hai.,Negative,
Hahahahah waqt ka bharosa nahi ,Negative,
Haha rula dia kamenay :'( :-P,Negative,
tu aesa na kr bhai #Physical mat ho :D,Negative,
Tum dono lad rhe ho,Negative,
dil toot gaya yaar,Negative,
Is episode mein koi bhi hot nai hai,Negative,
Ab ali zafar kay bhai ko marna paray ga ,Negative,
Mujhay tou dusri dafa sacha pyaar ho gaya hai,Positive,
Chwl hn saray...kia h is m? Hahaha,Negative,
"Yara da kho de za om kharab kramm,sa spai e",Negative,
hahah Tam ujara ,Negative,
Ye ni dikhana chaye thaDanial zafar bc,Negative,
Yeh to lol ho gya bay,Negative,
Jaan Hamari. Bhahi aapki.,Positive,
Bhai man mayal Se sikha hai larki ki agar shadi Kia bachay bhi hojaye tho himmat nahi harni,Negative,
Rula dia na :(,Negative,
Roooo swar k roo,Negative,
Koi sir nahi uthata saee'n..Jab ishq faisle farma de.,Positive,
Dunya chal rhe hy or chalti ja rhe hy "Per mei hoon ruka sa",Negative,
"dostoo iss khawaja,saraa ki bat ko mat ehmiyat doo ye naa to aadmi hy aur naa hi aourat darmiyani cheez hy jo bi bhounkata hy sunn lia karoo",Negative,
Tum par 1000000000 bar lanat.ho harami khuwaja sary,Negative,
Haha Lohy ka chhola,Negative,
O biju ke oulad.,Negative,
Chor sary,Negative,
DANDLI KI PADAWAR,Negative,
chory ki aolado ab ye batin apny pas rkho aur jail jany ki teyari kro,Negative,
Jo jo b shamil on sb py lannnnatttt beshumar,Negative,
Allah hafiz hy is mulk ka,Negative,
dekh farq,Negative,
kdr ho noon leage walo imran k sajde ko shirk or ab amal ko kia name den???,Negative,
pti waly b qadiani hainaksr ghori fitna b pti waly logon ko sport krta hai,Negative,
U turn khan ki vote mat dain,Negative,
hahahaha paison pe khareedny waalo,Negative,
apka vote apki marzi,Positive,
Gao walon ko wesay sheher m ni lana chhye..ye wese pagal hoty roads dekhk,Negative,
Reporter bari khubsurat thi agar munh na kholti.,Negative,
Kia chuss ha aunty ko sarak chahyen pyari pyari.. aunty bachon ko metro bus khilao...,Negative,
Par itni tez hai nai wese ye k aise swal krti,Negative,
bechari journalist phas gai ,Negative,
mehfil loot li aunty ne,Positive,
Aur Imran khan ki bhi lout li ,Negative,
lakin hum BHAI walay hi achay hain ,Positive,
ZEHEREELI AUNTY HAIN KOI.,Negative,
unty ki khisak gai h,Negative,
Logon nay do teen cheekhay kya maari aunty tou shaat he hogaye ,Negative,
"wo nachwata kisi ko nai hay, sb apni mrzi se nachte hn usk ""concerts"" peyand wo bhi im sure in k bccho ko pehle nai mile hongay",Negative,
Amaaa Teri Aqal ko salam,Negative,
Kuch ni jahil awam larkian nachany se agay ni ja skti,Negative,
Imran khan chor hai,Negative,
wo tou baat ghalat thi uski mai ne tou shughal k lye tag kya tha. Lakin agay se apne jahilo wala hi reply kar dya,Negative,
Mene to aunty ki taraki dikhai hai jo wo keh rhi hain ismen jahilon wali bat kia haiJahilo wali bat wo ki hai apny jo sharat lga li hai hasham se,Negative,
koi to roklo bc,Negative,
ak aunty ni kahrye ho kar kar di hy PTI walo,Negative,
"Jahil awam ko jahil leader ki hi zroorat hai, yeh Aunty bachon ko parhney k liye school nh pyari pyari sarkoon pr bhejey gi :D Nawaz sharif to 3 3 mahiney london rehta hai sarkein kya khaak banaye ga",Negative,
London tu Imran khan bhi jata hy bacho sy aur purani bivi sy milnye,Negative,
Hahahaha jeewaay aunty!! achi khasi kerdi apne tau ,Positive,
aunty bohat samjhdar lagi raheen ,Positive,
Main sab se ziada ,Positive,
"Khoon khaulraha hai lekin mast hassi arahi hai kya baat hai. Jahil aurat.Mulk chalanay se insan ki personal life ka kya taluq. Mulk chalana hai bhai, kotha nahi. ",Negative,
phir in aunty ko kahi jo road ganjy ny bana ky di hai os par ja ky rahy chor dy apna ghr. r rahi bat larkiyon. ganjun ka is maamly main jwb nj bibi ,Negative,
tum logon ko samjnye ka koi faida nahe jetna phr sheer nye he hai hum behas nahe kartye.....,Negative,
ab jitty ga b tou daandali r corruption sy hi jitty ga. ,Negative,
tum pTI walay ye he kahtye bcz PTI jo nahe jeet te na,Negative,
Lol ye waqt batye g kay Go PtI hota kay nawaz,Positive,
nawaz ganjy ko (naahal) krwa kayy. ,Negative,
chor chor hi,Negative,
JO B HI PTI CHOR NI HAI BIBI ,Positive,
insay bara koi chor hai he nahe or ye PTI walay behas kartye he rahye gye,Negative,
kuch kar kay nahe dekhye gye ,Negative,
Hahahaha yeh khud dosri shadi karna chahtay hain ,Negative,
yarrrr tum tau rehne do tumhara imran khan tau larkion ko nachata hai xD,Negative,
""" tou ku comments ker rha ha bhai ap tu mqm wali post pa kea kro ya ap ky mtlb ki nhai ha",Negative,
Aby ja bhai apna kam kr vote ha naahi ajaty han  khn khn sy elction ma pta chal jay gaa ap ko jaheel qoum,Negative,
Aunty hogai hain pagal wagal,Negative,
Buht zyada badtameezi,Negative,
Jahalat ki intiha,Negative,
Lul reporter bolna ata ni mike pakar k khary ho jaty hn .. lanat h .. roads bnai h Wo to waterfall ban gye ..,Negative,
Aunti ny kamal kr ditta m fan o gae kasmay ,Positive,
Aunti ko bolo beth ky road khai road ko dekh ky study karwai apne bacho ko jahil awam,Negative,
aunty ne uncle ki dil ki baat krdi yr ,Positive,
phir tum sochty hoo k nawaz sharif kesy jeet jata hy Abh mere khayal se time aa gaya hy tum bhi nawaz sharif ka nara laga loo ,Positive,
Yaar iyo kam tun hi bhalo thi kareen ,Negative,
ta tokhe ker acting karar laye payo chawey  tu rugo mike khari bheeja  yaan video khadja,Negative,
abey chal gaindi ,Negative,
Hahahhahhaha  biryani khara ,Negative,
Isy jahalat kehtay hain ,Negative,
tumhara or asad ka larai :V class me XD,Negative,
Vo bhi chawlain,Negative,
bhai ismen to nawaz sharif ganja zaleel ho raha hai ...:D,Negative,
